Price,Close,High,Low,Open,Volume
Ticker,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC
Date,,,,,
2023-01-02,4.766884803771973,4.770182305847438,4.673723687076737,4.691861127855915,7785857
2023-01-03,4.838610649108887,4.863343880612043,4.732258343327378,4.751220553000028,13860514
2023-01-04,5.029054641723633,5.029054641723633,4.863343383515148,4.864167758960761,24333498
2023-01-05,5.073574066162109,5.08511650177701,4.9795885821992885,5.004321811200735,15587600
2023-01-06,5.119742393493652,5.134582330211141,5.074398601053975,5.086765018424556,12498717
2023-01-09,5.174979209899902,5.182398981314912,5.112322357752052,5.1197421291670615,19838535
2023-01-10,5.202186584472656,5.217850898866956,5.142002846600541,5.1527205147060435,12857059
2023-01-11,5.171681880950928,5.22114833953223,5.153544441552012,5.2186748200424935,12180488
2023-01-12,5.211255073547363,5.240934555721348,5.154368842458652,5.189819739096739,13218877
2023-01-13,5.245056629180908,5.286278545613784,5.1832241476529255,5.224445670964471,12723765
2023-01-16,5.274735927581787,5.287927113356895,5.226919009370804,5.251651843876993,7109384
2023-01-17,5.28875207901001,5.3167828113686815,5.266492368221613,5.274736516269994,11518010
2023-01-18,5.311835765838623,5.34728666120841,5.279682765313002,5.279682765313002,15186643
2023-01-19,5.202186584472656,5.287103553788765,5.104078820467334,5.268141344161473,19966032
2023-01-20,5.249178886413574,5.278033991972134,5.206308219228667,5.250827637267969,17583942
2023-01-23,5.3176069259643555,5.365424240287264,5.226919336274757,5.265667734380169,11258761
2023-01-24,5.301942825317383,5.3645996818868,5.235163305384599,5.326675660526962,9183071
2023-01-25,5.1873459815979,5.260720897888218,5.164261897285978,5.240109939843433,17317160
2023-01-26,5.290400981903076,5.315134213001125,5.217850825884418,5.220323952433537,19022920
2023-01-27,5.304415702819824,5.364599430294278,5.279682475648873,5.317606495230125,18637346
2023-01-30,5.308538436889648,5.330798146728578,5.2533013500210926,5.284629583014296,6883831
2023-01-31,5.328324794769287,5.343989108319082,5.255774641647237,5.32585166831891,13753129
2023-02-01,5.578953742980957,5.597915559567628,5.343989419187147,5.358829358116745,32228125
2023-02-02,5.604510307312012,5.738068955954627,5.523715617777754,5.542677825287862,21938757
2023-02-03,5.6943745613098145,5.711687626798333,5.577304587417472,5.592968901846525,16188638
2023-02-06,5.597915172576904,5.645732488185687,5.583075234673209,5.642434593166637,10804666
2023-02-07,5.587197303771973,5.646556660125748,5.55257117636616,5.6160524099434825,11214770
2023-02-08,5.567410469055176,5.62264794568955,5.541028883531159,5.62264794568955,14731657
2023-02-09,5.606159687042236,5.6292437727023215,5.482494324672517,5.604510542979837,11725016
2023-02-10,5.556693077087402,5.620999079502703,5.520418198638776,5.589670846864587,9963665
2023-02-13,5.631716728210449,5.6399612689082,5.56411322422278,5.564937599668287,20099210
2023-02-14,5.667992115020752,5.7355956203843315,5.613579403296436,5.646556780515939,12319330
2023-02-15,5.673762798309326,5.691900236762938,5.615227819640018,5.652327465081729,12556344
2023-02-16,5.779290676116943,5.783412553156023,5.700144740146812,5.700969115554628,18847498
2023-02-17,5.7512593269348145,5.783412325300791,5.710862181694162,5.732297513938146,24243046
2023-02-20,5.748786926269531,5.7900084520874175,5.741367153833863,5.771871012177256,5037248
2023-02-21,5.744664669036865,5.761977733507698,5.640785889090512,5.7364205211027635,8365012
2023-02-22,5.72735071182251,5.729823837880838,5.67046448814672,5.707564130870706,11969996
2023-02-23,5.798252582550049,5.813916894912918,5.738893227903877,5.740541978745865,9957457
2023-02-24,5.794130325317383,5.860909845144912,5.787534928813312,5.801550490365623,16494300
2023-02-27,5.925215721130371,5.95242207692445,5.82381046333875,5.828757109221432,11033035
2023-02-28,6.078561305999756,6.142042544413858,5.877399136674218,5.8955365772037664,35581494
2023-03-01,5.956544399261475,6.1263783254306174,5.935933440090888,6.110714012185825,15329341
2023-03-02,5.9853997230529785,5.987048473939232,5.882345323356788,5.940055535588999,9816692
2023-03-03,6.0826826095581055,6.090927150098064,5.983750481806578,5.998590418905707,8337400
2023-03-06,6.138743877410889,6.145339273340785,6.076086633273644,6.10081985941237,6976496
2023-03-07,6.007658958435059,6.228607284611233,6.007658958435059,6.142041579972527,14557618
2023-03-08,6.035689830780029,6.0620718091138555,5.921917770346144,5.9796279794001554,8373407
2023-03-09,6.017552375793457,6.043109980327551,6.0002393119947515,6.018377144364068,7433930
2023-03-10,5.812268257141113,5.853489780842019,5.721580276004986,5.804023716528132,20608192
2023-03-13,5.333271503448486,5.812268652766467,5.254950327900722,5.812268652766467,43024277
2023-03-14,5.5154709815979,5.547623979475506,5.252475977916052,5.301117662413867,24003341
2023-03-15,4.9861836433410645,5.512997650966556,4.88807589562673,5.508051398620469,49373416
2023-03-16,5.156017780303955,5.274736097373529,4.981237216726536,5.268140700834329,27258427
2023-03-17,4.976290702819824,5.280507651440865,4.919404865621,5.173330980635729,40145383
2023-03-20,5.137054920196533,5.217849598618325,4.728135276152722,4.938365921992596,35743268
2023-03-21,5.414066314697266,5.467654654114415,5.240110502029921,5.241759253051566,25123677
2023-03-22,5.428905487060547,5.568235149881175,5.34975955237113,5.390157091670972,29831064
2023-03-23,5.287102699279785,5.423958842827336,5.2549497001598935,5.317606554489029,21269709
2023-03-24,5.052962779998779,5.235162700692884,4.963923561413392,5.235162700692884,28578499
2023-03-27,5.1576666831970215,5.220323541848418,5.047192510264538,5.154368788269542,72800413
2023-03-28,5.230216979980469,5.275561169176805,5.145300409274201,5.235163625949548,137228110
2023-03-29,5.343164443969727,5.356355630355993,5.2434079396798445,5.259896627821676,70433496
2023-03-30,5.456936359405518,5.515471338285195,5.397577005109713,5.440447671718979,73021084
2023-03-31,5.41736364364624,5.519593665609288,5.394279559270454,5.490738167018227,48122106
2023-04-03,5.430342197418213,5.55320861972653,5.426881014538845,5.433803380297582,14518491
2023-04-04,5.5255208015441895,5.63108172981878,5.4407257343181294,5.4407257343181294,11826658
2023-04-05,5.5895490646362305,5.617237289325638,5.516867526399768,5.542825365979169,14631330
2023-04-06,5.693380832672119,5.71414710883983,5.615507709629154,5.620699278671082,12542691
2023-04-11,5.608584880828857,5.785096962981628,5.603393312596198,5.731451308025328,170543510
2023-04-12,5.708954811096191,5.778175172705208,5.612046222326387,5.612046222326387,61418243
2023-04-13,5.734912872314453,5.766062286022284,5.698572302241263,5.708955440143873,51063229
2023-04-14,5.888927936553955,5.888927936553955,5.724529375481748,5.753947987183659,64723921
2023-04-17,5.807593822479248,5.935651822348195,5.779905595140397,5.911424365560511,18789938
2023-04-18,5.937382221221924,5.994489061305998,5.859509107439675,5.866431473729668,15652964
2023-04-19,5.985836982727051,6.0083332300975325,5.897580728256262,5.92526895686306,12202973
2023-04-20,5.895849704742432,6.098319209849108,5.845664821611177,6.048134326717852,11078945
2023-04-21,5.868161678314209,5.868161678314209,5.778175045174235,5.842203836990797,14922354
2023-04-24,5.895849704742432,5.91661556451042,5.798941121400857,5.824898549257311,10985379
2023-04-25,5.7522172927856445,5.817976883431069,5.722798680554865,5.811054929833102,9268063
2023-04-26,5.7816362380981445,5.7920189620593705,5.610315722828371,5.710685080083432,11342926
2023-04-27,5.961609363555908,5.96680093206586,5.760870227319438,5.800671977505129,12617198
2023-04-28,5.753948211669922,6.013524571448577,5.72279880094494,6.013524571448577,14450654
2023-05-02,5.54109525680542,5.795480465949355,5.525520963708421,5.795480465949355,12236629
2023-05-03,5.442455768585205,5.638003319882769,5.380157364285702,5.624159413409934,23857409
2023-05-04,5.347278118133545,5.461491802278161,5.290171276061237,5.4234208492872344,11028201
2023-05-05,5.442455768585205,5.449377721821622,5.307475823838635,5.397462453669682,14528798
2023-05-08,5.527251720428467,5.542826427157899,5.482258398267403,5.485719581735924,5449964
2023-05-09,5.459761619567871,5.5584006015574206,5.421690252578074,5.5168684637596,6906884
2023-05-10,5.452839374542236,5.556669919792021,5.413037624271228,5.511676600999932,7762670
2023-05-11,5.657039642333984,5.684727869996184,5.4493781411604445,5.451108939042144,17816571
2023-05-12,5.708954811096191,5.755678513923688,5.68299696919986,5.689919335429481,15091119
2023-05-15,5.470144271850586,5.648386742814016,5.430342522988003,5.594741086775707,15645401
2023-05-16,5.451108932495117,5.494371452939293,5.4026544309979885,5.464952840016636,8067282
2023-05-17,5.509945869445801,5.509945869445801,5.407845715923665,5.407845715923665,7951562
2023-05-18,5.593010425567627,5.627620604385182,5.542825542506409,5.572244153242743,8610107
2023-05-19,5.6172380447387695,5.6622313643365825,5.594741384939863,5.624159998695529,13636849
2023-05-22,5.627621650695801,5.682997699548106,5.589550281883754,5.589550281883754,11117836
2023-05-23,5.6172380447387695,5.632812750580917,5.591280201668525,5.632812750580917,6748187
2023-05-24,5.485718727111816,5.549747516909799,5.447647365233018,5.52898124450575,17611234
2023-05-25,5.551477909088135,5.59127965618888,5.438994621067361,5.47706598299421,13066698
2023-05-26,5.606855392456055,5.627621668708358,5.447648374750946,5.546287361777475,8255268
2023-05-29,5.537634372711182,5.6674227589047845,5.503024191404342,5.6674227589047845,5253842
2023-05-30,5.501293659210205,5.617238143514896,5.463222705485613,5.522059934031565,10616285
2023-05-31,5.29536247253418,5.503023964394716,5.241716817497329,5.451108694576054,83953672
2023-06-01,5.4130377769470215,5.471875005064232,5.349008980162301,5.3784275942209065,8460690
2023-06-02,5.615507125854492,5.622429492248065,5.440725832427925,5.478796784663028,12187475
2023-06-05,5.593010425567627,5.684727440692735,5.535903176674197,5.638003327961748,21451358
2023-06-06,5.605124473571777,5.612046427468524,5.535903696846572,5.567053108260802,8163129
2023-06-07,5.613776683807373,5.632812572318428,5.506484956822369,5.617237866969176,9036263
2023-06-08,5.69857120513916,5.785096650026259,5.6431947553770705,5.658769459232508,11152421
2023-06-09,5.6328125,5.7401038130216095,5.560130955222538,5.705493632191561,7305539
2023-06-12,5.670883655548096,5.715876974764374,5.622429565675744,5.670883655548096,7502358
2023-06-13,5.6518473625183105,5.6760744039538,5.544555648550756,5.67088283613393,14650742
2023-06-14,5.86297082901001,5.895850627856331,5.6587704941782615,5.663962063079572,17036727
2023-06-15,5.826629161834717,5.880274813596121,5.785096618446932,5.8404730679067365,11095504
2023-06-16,5.875083923339844,5.916616058932329,5.81105512834603,5.847395695416217,31481005
2023-06-19,5.88200569152832,5.932190577269356,5.847395510862619,5.859509032837025,5922262
2023-06-20,5.831820964813232,5.890658603618067,5.809324718094393,5.852587238813281,5884272
2023-06-21,5.857779026031494,5.933921345898163,5.814516091111342,5.835282365886763,7124768
2023-06-22,5.824899196624756,5.830090765290202,5.698571988466041,5.774714307916054,9186356
2023-06-23,5.755679130554199,5.805864021873028,5.667423283823245,5.760870699489661,11663237
2023-06-26,5.838743209838867,5.843934778230967,5.653578370749726,5.764331279666645,9436517
2023-06-27,5.869892120361328,5.894119164107105,5.7816362841791875,5.849126259687475,9756756
2023-06-28,5.930460453033447,5.935652021620393,5.868162042576022,5.878545179749912,8462242
2023-06-29,6.020447254180908,6.032560777015277,5.933921383788109,5.935652181754396,12195683
2023-06-30,6.084475517272949,6.167539784437272,6.022177110606761,6.039482200648153,18402410
2023-07-03,6.134660720825195,6.1986895160456426,6.082745448004354,6.082745448004354,7880415
2023-07-04,6.077553749084473,6.174462338788286,6.075822951217435,6.143312928212469,5438141
2023-07-05,6.020447254180908,6.082745666319041,5.997950593892528,6.048135070610365,8773124
2023-07-06,5.918346881866455,6.00314195130817,5.878545131417728,5.966800971498342,9641714
2023-07-07,5.965070724487305,5.99275895317005,5.876814469774434,5.9252689731157195,7846775
2023-07-10,5.951226234436035,6.025638578982156,5.921807621231196,5.930460372954572,5715710
2023-07-11,6.006602764129639,6.030829809115722,5.91315535484851,5.984106104475157,7168237
2023-07-12,6.148504734039307,6.167540210624453,6.016985958119388,6.016985958119388,10063480
2023-07-13,6.136390686035156,6.190036340501575,6.091397370153567,6.122546779265075,8373923
2023-07-14,6.126007556915283,6.209072235391735,6.110432852341095,6.1346603080962385,6840764
2023-07-17,6.14158296585083,6.172731965985715,6.087936892582511,6.124277874090131,4278948
2023-07-18,6.196959018707275,6.207341743015029,6.112163950856935,6.183114698653762,7145089
2023-07-19,6.146773815155029,6.235029649028429,6.1000501141287655,6.212532991114171,7150889
2023-07-20,6.224647045135498,6.254066071529062,6.158887863551221,6.16580981752021,7862037
2023-07-21,6.165809631347656,6.221186086599354,6.110433176095959,6.221186086599354,10145133
2023-07-24,6.15888786315918,6.15888786315918,5.978914584461398,6.029099472758735,6611877
2023-07-25,6.1692705154418945,6.196958741725452,6.1329295379384,6.160617764221957,4842545
2023-07-26,6.153696060180664,6.181384287586308,6.070631377963734,6.1606180138856,9332934
2023-07-27,6.247143745422363,6.247143745422363,6.138121628800661,6.186576132069152,13244340
2023-07-28,6.344052314758301,6.43576975228258,6.196959245338427,6.273101564366709,21800288
2023-07-31,6.238491058349609,6.390776101095367,6.217724784879675,6.382123349620929,11518870
2023-08-01,6.056787014007568,6.264448085018037,6.030829173838323,6.238490657434665,11735986
2023-08-02,5.951226234436035,6.025638578982156,5.902772145060043,5.970262123193098,15647645
2023-08-03,5.946034908294678,5.956417632445239,5.850856704991653,5.909693929717065,12325789
2023-08-04,5.991028308868408,6.048135153058012,5.9391130334765805,5.994489492262237,12484336
2023-08-07,6.029099464416504,6.0481349409501535,5.932190871233153,6.011794373226117,6152792
2023-08-08,5.9131550788879395,5.96680073493724,5.78855826393729,5.944304076332654,13063336
2023-08-09,5.978914260864258,6.042943466219155,5.937382126714893,6.025638375941428,6609257
2023-08-10,6.200419902801514,6.22983851614822,6.013524673051603,6.025638608039929,21905247
2023-08-11,6.212532997131348,6.241952021036859,6.172731249443409,6.179653615412873,10820304
2023-08-14,6.231569290161133,6.318094744550861,6.1986894937172625,6.1986894937172625,8069992
2023-08-15,6.153696060180664,6.248874264527707,6.093128036944201,6.233299559252175,5892964
2023-08-16,6.134660720825195,6.191767562186713,6.098319741040467,6.11216406134424,11525714
2023-08-17,6.124277114868164,6.2038806096161805,6.086205752679931,6.113893978581748,7478339
2023-08-18,6.108702659606934,6.1190857963168686,6.0481346371895786,6.086206000930707,6683744
2023-08-21,6.139852523803711,6.203881321468967,6.110433496754606,6.1121642947248604,5128446
2023-08-22,6.167540073394775,6.236760849389319,6.157157348952209,6.1796540083186065,6788871
2023-08-23,6.124277114868164,6.241951971804413,6.094858503780572,6.179653566671797,6365871
2023-08-24,6.205611228942871,6.2177247508721125,6.117355392350158,6.169270663155147,11095065
2023-08-25,6.186575889587402,6.257526637473382,6.164079230484841,6.200419797072406,5393872
2023-08-28,6.29905891418457,6.309441638058821,6.231568939779558,6.231568939779558,1305694
2023-08-29,6.359626770019531,6.387314997461986,6.293867590856366,6.326746974144997,10415306
2023-08-30,6.397698879241943,6.489415911244573,6.383854557615801,6.385585355685289,11952596
2023-08-31,6.286945343017578,6.432308436682983,6.285214957702915,6.415003345778617,16219782
2023-09-01,6.285214424133301,6.415002801190901,6.285214424133301,6.319824603003877,10124044
2023-09-04,6.305981159210205,6.366548770385104,6.283484500034983,6.318094681445185,3654329
2023-09-05,6.19176721572876,6.276562280367233,6.181384079228393,6.250604439116317,12927896
2023-09-06,6.074092864990234,6.188306550886326,6.053326590250609,6.184845367567746,15099915
2023-09-07,6.008333206176758,6.115624936881223,6.006602820828823,6.056787709192225,9168559
2023-09-08,6.030829906463623,6.056787749786228,5.9062334962728915,6.056787749786228,8841775
2023-09-11,6.117355823516846,6.160618345943974,6.067170934425762,6.081014842581821,7851523
2023-09-12,6.136390686035156,6.16061772917574,6.100050121324282,6.124277164464865,9627032
2023-09-13,6.15888786315918,6.193498045587843,6.105242204170528,6.136391203321957,6346004
2023-09-14,6.267910480499268,6.281754802129826,6.110433849040619,6.143313648754,19015732
2023-09-15,6.238491058349609,6.331938463792518,6.209072445991135,6.299059080912987,22765195
2023-09-18,6.19176721572876,6.267909529088297,6.148504284505862,6.236760532173088,7861595
2023-09-19,6.32847785949707,6.32847785949707,6.129469108802637,6.172731629553482,9903937
2023-09-20,6.48422384262085,6.496337365244199,6.3163644986582534,6.342321929255168,17889246
2023-09-21,6.4824934005737305,6.492876537756052,6.382123624592514,6.4115422382184795,10726271
2023-09-22,6.459996223449707,6.510181107420673,6.432307997376558,6.46172660864619,24339333
2023-09-25,6.394237041473389,6.530947382748279,6.359626859828043,6.446152313941408,6971179
2023-09-26,6.376932144165039,6.428847418208479,6.319825301458663,6.385584896131907,9135884
2023-09-27,6.442690849304199,6.463456708502906,6.3423210857932535,6.363087357577826,9511093
2023-09-28,6.652083396911621,6.652083396911621,6.456535417775725,6.46864894003076,17714007
2023-09-29,6.671119213104248,6.710920965079965,6.6070904153831185,6.643430984001236,19296251
2023-10-02,6.655543804168701,6.768027094090378,6.633047146184366,6.679770847356175,79605334
2023-10-03,6.690154075622559,6.819942457115654,6.5915151037290345,6.60708980852882,81702271
2023-10-04,6.598437309265137,6.714381788200006,6.5465220372020525,6.671118855187816,38065295
2023-10-05,6.612281799316406,6.7022680256537095,6.5551749573206575,6.6503527522562935,12884419
2023-10-06,6.641700267791748,6.678040834599739,6.562096767805371,6.655544175360723,15797816
2023-10-09,6.558633804321289,6.671744399312609,6.535658241049236,6.613421880448007,10581330
2023-10-10,6.760112285614014,6.811365501404433,6.620491674341309,6.620491674341309,12843005
2023-10-11,6.876757621765137,6.8855941510013166,6.698255180409136,6.719463524766363,37239036
2023-10-12,6.890895843505859,6.933312529797615,6.846712357110579,6.88559375771939,14344572
2023-10-13,6.788390159606934,6.899733123711853,6.760112507849193,6.874990336437203,12665493
2023-10-16,6.804296016693115,6.853782012759299,6.7424390483216285,6.8308064469730345,10279317
2023-10-17,6.843177795410156,6.855549189002671,6.763646926465137,6.802528750162323,24423209
2023-10-18,6.793692111968994,6.890896037597885,6.776018632639288,6.862618386396559,14541712
2023-10-19,6.7371368408203125,6.7866224146254615,6.685883624115703,6.774251021174174,15059932
2023-10-20,6.66290807723999,6.731834773547637,6.6452345977792335,6.707091986576375,14938480
2023-10-23,6.64700174331665,6.666442865459495,6.565703654452888,6.64700174331665,9429359
2023-10-24,6.5321245193481445,6.652304013081033,6.503846867478937,6.6470019270199945,19719702
2023-10-25,6.565703868865967,6.601050828537652,6.470267162026216,6.512683429358439,16909629
2023-10-26,6.5939812660217285,6.604585437787185,6.456128297177731,6.5197524850325115,15551700
2023-10-27,6.576308250427246,6.737137217012415,6.551565462143069,6.641700085765003,11428201
2023-10-30,6.631095886230469,6.659373115860862,6.54449571172269,6.59751614933315,11384617
2023-10-31,6.558633804321289,6.641699107826888,6.229907033036779,6.268788431367216,18349423
2023-11-01,6.70709228515625,6.758345082915775,6.562169578578923,6.608120711496295,11478186
2023-11-02,6.747741222381592,6.774251231638259,6.671745216413345,6.735369828545947,11454498
2023-11-03,6.834341526031494,6.844945277107373,6.737137173778711,6.790157614634136,13747545
2023-11-06,6.820201873779297,6.862618138363761,6.761879351962295,6.811365345118311,10685482
2023-11-07,6.825504302978516,6.880291963266622,6.76894899977409,6.793692208281645,8733330
2023-11-08,6.92094087600708,6.947451305554692,6.770716513133891,6.774250956160918,17550499
2023-11-09,7.0446553230285645,7.049957408690437,6.905034717126843,6.928010281205301,13497102
2023-11-10,6.98103141784668,7.060561868027346,6.98103141784668,6.98103141784668,10272079
2023-11-13,7.072932720184326,7.090606620391635,6.979263240204247,6.979263240204247,12742353
2023-11-14,7.262039661407471,7.281479940127926,7.065863332215439,7.0693981964903205,18856496
2023-11-15,7.2655744552612305,7.334501151683497,7.221390545851371,7.246133332863778,11848007
2023-11-16,7.217856407165527,7.299154500522493,7.216089185552682,7.265574761664397,10857034
2023-11-17,7.320362567901611,7.33626840455238,7.239064477625946,7.246133363809407,24591636
2023-11-20,7.322129726409912,7.362778349828803,7.307991111426732,7.316827219079986,12598889
2023-11-21,7.330965995788574,7.366313798133279,7.272643470300599,7.2991543220591275,10608500
2023-11-22,7.398124694824219,7.410496087250278,7.332733289925874,7.334500511309896,11327942
2023-11-23,7.461750030517578,7.502398652249513,7.3557091584375565,7.361010822809485,11424365
2023-11-24,7.414032459259033,7.5236077857674655,7.414032459259033,7.45821552854819,11540843
2023-11-27,7.422868251800537,7.445843817658545,7.394591021238985,7.412264079655457,11357967
2023-11-28,7.587233066558838,7.587233066558838,7.412264634438222,7.426404093515281,12851618
2023-11-29,7.684436321258545,7.69504049325796,7.58016266554594,7.581929887089513,11677427
2023-11-30,7.516537666320801,7.710946363507052,7.493562100678226,7.691506083705015,22894079
2023-12-01,7.5607218742370605,7.608440228955422,7.541281593668331,7.574860489942868,8048948
2023-12-04,7.652624130249023,7.677366918385768,7.558954642557914,7.615509948043908,6390576
2023-12-05,7.6243462562561035,7.70387712155695,7.578395127092857,7.6490890423073985,8085917
2023-12-06,7.606672763824463,7.670297796570815,7.594301370135671,7.652623895450832,7144553
2023-12-07,7.474122047424316,7.627881282639846,7.383987003673209,7.58193014996187,10036983
2023-12-08,7.516537666320801,7.5324443457582655,7.428170689591038,7.49002765757567,7540619
